x1,x2,y
-2.8959700241208899,NA,-0.72368750589150888
NA,NA,0.32267275068743595
NA,NA,1.1839243459921593
NA,2.4416105905470671,NA
NA,NA,NA
NA,-1.3724217588050003,-0.39649840671703451
NA,NA,0.26270054731255554
0.18733224599106002,NA,1.3855517729723843
2.7762363725961801,-0.038766693598049629,NA
1.3700866947705004,NA,NA
NA,-0.62024370031006559,2.1005272693410211
-1.4646076089345026,-1.3138494106260477,-0.84571347637805672
NA,0.73467585352626785,NA
2.1064536855724167,-0.27431280068348363,NA
NA,NA,0.7467852216183557
NA,1.6713248615545586,NA
-0.32019805412834002,NA,0.88008907988924945
-0.40277915307552536,NA,NA
NA,1.3925124346815618,NA
NA,NA,2.9865419616899711
-0.77492605020061767,0.37471366113669879,0.75062738041054822
NA,-2.4341383828741132,-1.8779548014441985
NA,NA,-0.69858011075501092
NA,-1.2138583745790823,1.1610582658964479
-0.96107776859241989,NA,0.51572418107930484
-1.1611689656972755,-1.4055303121393152,-0.38910043916938952
0.019327531414837229,-1.5550411306121812,NA
NA,NA,1.9048898732229573
NA,NA,0.4270846828266871
0.82835446317626138,-0.35602721510496782,NA
NA,NA,1.1579767194610997
NA,NA,1.764016955125955
NA,-1.576633685711232,NA
NA,-1.6105591980078957,-0.25338157086408897
NA,-0.33427739872854112,1.2806473041170947
NA,NA,NA
-0.32430351020107784,NA,NA
1.2499434493036405,-1.1671229992017658,NA
-3.2540962906631745,NA,1.0985596240753974
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,-0.27124667728398877,NA
NA,-0.24392296496147958,NA
-0.97310513176434432,NA,-0.2852141945413873
NA,1.4999751159586694,NA
-0.81368824222301206,-1.0924499491096253,-0.10174122450040013
NA,1.2844084426167846,NA
1.2867562526146523,NA,NA
NA,-0.70722101558547756,0.70882017095089889
NA,2.2362827032668546,NA
NA,NA,0.94266107724023052
NA,NA,NA
1.0458806071311297,NA,NA
NA,NA,NA
-2.0902976947759253,-1.8247901673416949,0.41078660233129682
NA,NA,0.38688278014653787
-1.3107442600739478,NA,-0.24435233410767832
-2.4105281557289993,NA,-1.7568302495353505
0.53445303771744901,-1.6454762228246507,NA
1.4318959681568295,NA,NA
-3.0678724831942823,-0.96410457889650392,-0.68839544265593444
NA,-0.78797858462437886,0.5772020923937301
NA,0.26104475385715498,NA
0.064832345029252281,-2.9055077912853831,-1.1712473320490879
NA,-1.5674298921844838,NA
-0.46937633212148977,NA,1.6484938975479773
NA,NA,1.8344950712548729
NA,NA,-0.39032824027387614
NA,NA,NA
NA,-0.19733052810416918,-0.20857390042410562
NA,NA,NA
1.1309683506550909,NA,NA
-1.0450137455286534,NA,NA
NA,NA,0.83073334019842027
NA,-1.4719442216219327,1.4240862809394266
-0.1103659884483672,-0.71796908805155102,0.47524450068478113
0.49083966272849422,-1.5518528031764016,NA
-1.0626628473162898,-0.87453581052077334,-0.87360642377319664
-0.24829157567276217,NA,1.4785486485339621
0.38440725315933255,NA,NA
NA,NA,NA
2.8380239126598816,0.20528008022059918,NA
NA,-0.86020568352626081,1.9850813512407579
-0.87002190131942891,-0.58866010840369976,0.19864173806461169
2.2400114367782473,0.74175310280002593,NA
NA,-1.990428519467289,0.55899996986020573
0.054686534654503682,NA,NA
NA,NA,NA
NA,-1.5101927662583758,-0.45498050655523437
-1.2295124835020663,0.23481805487431728,-0.036691045842345171
-2.0298957258681343,NA,-0.20304755321446444
-2.0388938193253434,-0.24324521785864861,-0.9462820457101162
NA,NA,3.0499351850092205
NA,0.18021336993130377,NA
NA,NA,1.9809373871812683
0.61947010839758021,NA,1.7690947204743055
NA,NA,NA
